,hpso01 (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso04a (PSS) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],hpso05a (PST) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (Ingest) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (RCAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (FastImg) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (ICAL) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepA) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepB) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepC) [Nf_max=8192] [Na=256] [Bmax=16250.0],max_low (DPrepD) [Nf_max=8192] [Na=256] [Bmax=16250.0]
-> FFT [Tera/s],,0.0006541766848442473,0.009691506442137,0.005887590163598226,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,0.009691506442137,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0003304904590129591,0.004896154948340134,,,0.0003304904590129591,0.004896154948340134,,,0.0003275651211702014,0.004852816609928906,0.0029480860905318133,0.0012356708960467129,0.00024713417920934255,0.006178354480233564,0.8098092784331737,
-> Grid [Tera/s],,0.18867431189347852,2.013442854922575,1.6980688070413066,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.18867431189347852,2.013442854922575,0.5032174705567174,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.18867431189347852,2.013442854922575,0.5032174705567174,0.26375847831303845,0.10550339132521536,0.21274822685129174,,,0.05840905681752015,0.6233118480952949,,,0.05840905681752015,0.6233118480952949,,,0.12395624181291436,1.415686538815212,1.1156061763162293,0.18545317697453265,0.037090635394906535,0.07418127078981307,0.30381081855286185,
-> Gridding Kernel Update [Tera/s],,4.663006171723194,0.009871060921808393,41.9670555451815,1.8392864032347942,10.115010436307093,15.742596510259133,,,4.663006171723194,0.009871060921808393,12.449877210365445,1.8392864032347942,10.115010436307093,15.742596510259133,,,4.663006171723194,0.009871060921808393,12.449877210365445,1.8392864032347942,10.115010436307093,15.742596510259133,,,0.8928443669330653,0.0003436124084260035,,,0.8928443669330653,0.0003436124084260035,,,2.2123813509119996,0.005661342460824237,19.91143215867511,0.8718507815613002,0.8924843455369077,4.775952907300064,129.37095762442277,
-> Correct [Tera/s],,0.005416820063523923,0.005512180471421937,0.048751380571715304,0.01103623562636165,0.0220724712527233,0.08337339947232875,0.1439488986309067,,0.005416820063523923,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232875,0.1439488986309067,,0.005416820063523923,0.005512180471421937,0.032502629279242246,0.01103623562636165,0.0220724712527233,0.08337339947232875,0.1439488986309067,,0.0016639561565264735,0.0016888745321139132,,,0.0016639561565264735,0.0016888745321139132,,,0.0033676396047564667,0.003870070552694753,0.030308756442808202,0.007751299955187572,0.007751299955187572,0.015502599910375144,0.07200066329320626,0.07200066329320626
-> IFFT [Tera/s],,0.0032714117379400954,0.009698550625055105,0.029442705641460856,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0032714117379400954,0.009698550625055105,0.013086703579198096,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0032714117379400954,0.009698550625055105,0.013086703579198096,0.002468820890527002,0.004937641781054004,0.004937641781054004,,,0.0016527178221467588,0.004899695309432983,,,0.0016527178221467588,0.004899695309432983,,,0.0016380899551638164,0.004856341267433036,0.01474280959647435,0.0012362093853876218,0.0012362093853876218,0.0024724187707752436,0.0024724187707752436,
-> Identify Component [Tera/s],,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,8e-10,9.777777777777777e-11,9.777777777777777e-09,2.933333333333333e-08,,,,,,,,,,,,,4.666666666666667e-10,5.703703703703703e-11,5.703703703703703e-11,4.074074074074074e-09,5.33997037037037e-07,
-> Average [Tera/s],0.006732827031278982,,,,,,,,0.006732827031278982,,,,,,,,0.006732827031278982,,,,,,,,0.0033751332766752836,,,,0.0033751332766752836,,,,0.0033676396047564667,,,,,,,,
-> Phase Rotation Predict [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [Tera/s],0.0068040408605475,,,,,,,,0.0068040408605475,,,,,,,,0.0068040408605475,,,,,,,,0.003410832421151596,,,,0.003410832421151596,,,,0.003403259487866025,,,,,,,,
-> Solve [Tera/s],,1.31072e-07,,2.730666666666667e-06,,,,,,1.31072e-07,,2.730666666666667e-06,,,,,,1.31072e-07,,2.730666666666667e-06,,,,,,6.5536e-08,,,,6.5536e-08,,,,6.5536e-08,,1.8896213333333336e-06,,,,,
-> Degridding Kernel Update [Tera/s],,4.663006171723194,0.009871060921808393,41.9670555451815,1.8392864032347942,10.115010436307093,15.742596510259133,,,4.663006171723194,0.009871060921808393,12.449877210365445,1.8392864032347942,10.115010436307093,15.742596510259133,,,4.663006171723194,0.009871060921808393,12.449877210365445,1.8392864032347942,10.115010436307093,15.742596510259133,,,0.8928443669330653,0.0003436124084260035,,,0.8928443669330653,0.0003436124084260035,,,2.2123813509119996,0.005661342460824237,19.91143215867511,0.8718507815613002,0.8924843455369077,4.775952907300064,129.37095762442277,
-> Phase Rotation [Tera/s],,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [Tera/s],,0.0006541766848442473,,0.005887590163598226,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0006541766848442473,,0.0026167067393769888,0.002467744695914513,0.012338723479572567,0.037016170438717695,,,0.0003304904590129591,,,,0.0003304904590129591,,,,0.0003275651211702014,,0.0029480860905318133,0.0012356708960467129,3.089177240116782e-05,0.006178354480233564,0.8098092784331737,
-> Source Find [Tera/s],,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,1.44e-08,,,,,,,,,,,,,,,,1.44e-08,,,,,
-> Reprojection Predict [Tera/s],,0.0032708834242212367,,0.02943795081799113,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0032708834242212367,,0.013083533696884945,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0032708834242212367,,0.013083533696884945,0.002467744695914513,0.004935489391829026,0.004935489391829026,,,0.0016524522950647955,,,,0.0016524522950647955,,,,0.0016378256058510073,,0.014740430452659065,0.0012356708960467129,3.089177240116782e-05,0.0024713417920934257,0.0024713417920934257,
Total visibilities [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-> DFT [Mvis/s],,56.425208995040855,114.83709315462369,56.425208995040855,20.901961413563733,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,,,34.665753260968195,70.36977217141305,,,34.665753260968195,70.36977217141305,,,70.1591584324264,161.2529396956147,70.1591584324264,29.3609846787408,29.3609846787408,29.3609846787408,136.3648926007694,
-> Subtract Visibility [Mvis/s],,56.425208995040855,114.83709315462369,56.425208995040855,20.901961413563733,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,,,34.665753260968195,70.36977217141305,,,34.665753260968195,70.36977217141305,,,70.1591584324264,161.2529396956147,70.1591584324264,29.3609846787408,29.3609846787408,29.3609846787408,136.3648926007694,
-> Flag [Mvis/s],,56.425208995040855,114.83709315462369,56.425208995040855,20.901961413563733,20.901961413563733,78.95208283364464,136.31524491563135,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,136.31524491563135,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,136.31524491563135,,34.665753260968195,70.36977217141305,,,34.665753260968195,70.36977217141305,,,70.1591584324264,161.2529396956147,70.1591584324264,29.3609846787408,29.3609846787408,29.3609846787408,136.3648926007694,136.3648926007694
-> Degrid [Mvis/s],,4530.220766443608,16721.424642270114,4530.220766436552,182.02331125419678,392.98528163821135,2344.8682354229154,,,4530.220766443608,16721.424642270114,2362.1034038726234,182.02331125419678,392.98528163821135,2344.8682354229154,,,4530.220766443608,16721.424642270114,2362.1034038726234,182.02331125419678,392.98528163821135,2344.8682354229154,,,1669.4777217100032,5073.23728783048,,,1669.4777217100032,5073.23728783048,,,3568.228913161702,11721.245233588817,3568.2289131760895,125.35932897573102,125.49175872643598,266.55155501344035,3657.105371418851,
-> Image Spectral Fitting [Mvis/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316.882930087587,,,
-> Visibility Weighting [Mvis/s],,16.226506852278657,50.94922730958378,16.226506852278657,3.5276333028224,3.5276333028224,11.52874502030817,,,16.226506852278657,50.94922730958378,10.266041158981558,3.5276333028224,3.5276333028224,11.52874502030817,,,16.226506852278657,50.94922730958378,10.266041158981558,3.5276333028224,3.5276333028224,11.52874502030817,,,11.770500258733183,31.220607588999478,,,11.770500258733183,31.220607588999478,,,25.09779604307731,71.54232056475145,25.09779604307731,4.954527425176645,4.954527425176645,4.954527425176645,30.77994315952642,
-> Subtract Image Component [Mvis/s],,,,153.32266051037047,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,,,,,,,,,153.5461505485319,21.062572091705334,21.062572091705334,21.06257209170533,21.062572091705334,
-> Demix [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> FFT [Mvis/s],,0.012382352785733837,0.0027516339523852972,0.012382352785733837,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.012382352785733837,0.0027516339523852972,0.00825490185715589,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.012382352785733837,0.0027516339523852972,0.00825490185715589,0.004586056587308828,0.004586056587308828,0.004586056587308828,,,0.012446581967043185,0.0027659071037873743,,,0.012446581967043185,0.0027659071037873743,,,0.012391374037956078,0.0027536386751013495,0.012391374037956078,0.004589397791835584,0.0045893977918355835,0.004589397791835584,0.004589397791835584,
-> Grid [Mvis/s],,4530.220766443608,16721.424642270114,4530.220766436552,182.02331125419678,392.98528163821135,2344.8682354229154,,,4530.220766443608,16721.424642270114,2362.1034038726234,182.02331125419678,392.98528163821135,2344.8682354229154,,,4530.220766443608,16721.424642270114,2362.1034038726234,182.02331125419678,392.98528163821135,2344.8682354229154,,,1669.4777217100032,5073.23728783048,,,1669.4777217100032,5073.23728783048,,,3568.228913161702,11721.245233588817,3568.2289131760895,125.35932897573102,125.49175872643598,266.55155501344035,3657.105371418851,
-> Gridding Kernel Update [Mvis/s],,0.48190382854744884,1.9726974104790684,0.48190382854669844,0.24763738112642994,0.26732248000426206,0.352508958234014,,,0.48190382854744884,1.9726974104790684,0.3725185468055888,0.24763738112642994,0.26732248000426206,0.352508958234014,,,0.48190382854744884,1.9726974104790684,0.3725185468055888,0.24763738112642994,0.26732248000426206,0.352508958234014,,,0.5579956673199468,1.9633550309206382,,,0.5579956673199468,1.9633550309206382,,,0.5639636795140682,1.9711678196044287,0.5639636795163421,0.24281277845347196,0.24306928617396875,0.2581464187896093,0.5225723322761517,
-> Correct [Mvis/s],,56.425208995040855,114.83709315462369,56.425208995040855,20.901961413563733,20.901961413563733,78.95208283364464,136.31524491563135,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,136.31524491563135,,56.425208995040855,114.83709315462369,37.61878388801186,20.901961413563733,20.901961413563733,78.95208283364464,136.31524491563135,,34.665753260968195,70.36977217141305,,,34.665753260968195,70.36977217141305,,,70.1591584324264,161.2529396956147,70.1591584324264,29.3609846787408,29.3609846787408,29.3609846787408,136.3648926007694,136.3648926007694
-> IFFT [Mvis/s],,0.061911763928669185,0.0027516339523852972,0.061911763928669185,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.061911763928669185,0.0027516339523852972,0.04127450928577945,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.061911763928669185,0.0027516339523852972,0.04127450928577945,0.004586056587308828,0.0018344226349235311,0.0006114742116411769,,,0.06223290983521592,0.0027659071037873743,,,0.06223290983521592,0.0027659071037873743,,,0.06195687018978039,0.0027536386751013495,0.06195687018978039,0.004589397791835584,0.02294698895917792,0.0018357591167342333,1.4005730565904493e-05,
-> Identify Component [Mvis/s],,,,153.32266051037047,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,,,,,,,,,,,153.5461505485319,21.062572091705334,21.062572091705334,21.06257209170533,21.062572091705334,
-> Average [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Phase Rotation Predict [Mvis/s],,56.425208995040855,114.83709315462369,56.425208995040855,20.90196141356373,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,20.90196141356373,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,20.90196141356373,20.901961413563733,78.95208283364464,,,34.665753260968195,70.36977217141305,,,34.665753260968195,70.36977217141305,,,70.1591584324264,161.2529396956147,70.1591584324264,29.3609846787408,29.3609846787408,29.3609846787408,136.3648926007694,
-> Receive [Mvis/s],0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,0.0,,,,,,,,
-> Solve [Mvis/s],,56.42520899504086,,56.42520899504086,,,,,,56.42520899504086,,37.61878388801186,,,,,,56.42520899504086,,37.61878388801186,,,,,,34.665753260968195,,,,34.665753260968195,,,,70.15915843242641,,70.15915843242641,,,,,
-> Degridding Kernel Update [Mvis/s],,0.48190382854744884,1.9726974104790684,0.48190382854669844,0.24763738112642994,0.26732248000426206,0.352508958234014,,,0.48190382854744884,1.9726974104790684,0.3725185468055888,0.24763738112642994,0.26732248000426206,0.352508958234014,,,0.48190382854744884,1.9726974104790684,0.3725185468055888,0.24763738112642994,0.26732248000426206,0.352508958234014,,,0.5579956673199468,1.9633550309206382,,,0.5579956673199468,1.9633550309206382,,,0.5639636795140682,1.9711678196044287,0.5639636795163421,0.24281277845347196,0.24306928617396875,0.2581464187896093,0.5225723322761517,
-> Phase Rotation [Mvis/s],,56.425208995040855,114.83709315462369,56.425208995040855,4.180392282712746,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,4.180392282712746,20.901961413563733,78.95208283364464,,,56.425208995040855,114.83709315462369,37.61878388801186,4.180392282712746,20.901961413563733,78.95208283364464,,,34.665753260968195,70.36977217141305,,,34.665753260968195,70.36977217141305,,,70.1591584324264,161.2529396956147,70.1591584324264,5.872196935748159,29.3609846787408,29.3609846787408,136.3648926007694,
-> Reprojection [Mvis/s],,153.32266051037047,,153.32266051037047,21.031915021998692,21.031915021998692,21.031915021998692,,,153.32266051037047,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,153.32266051037047,,68.14340467127575,21.031915021998692,21.031915021998692,21.031915021998692,,,154.91740266232458,,,,154.91740266232458,,,,153.54615054853195,,153.54615054853193,21.062572091705334,2.632821511463167,21.06257209170533,21.062572091705334,
-> Source Find [Mvis/s],,,,9e-06,,,,,,,,9e-06,,,,,,,,9e-06,,,,,,,,,,,,,,,,9e-06,,,,,
-> Reprojection Predict [Mvis/s],,766.6133025518524,,766.6133025518524,21.031915021998692,8.412766008799476,2.804255336266492,,,766.6133025518524,,340.7170233563787,21.031915021998692,8.412766008799476,2.804255336266492,,,766.6133025518524,,340.7170233563787,21.031915021998692,8.412766008799476,2.804255336266492,,,774.587013311623,,,,774.587013311623,,,,767.7307527426597,,767.7307527426595,21.062572091705334,2.632821511463167,8.425028836682133,0.06427786893220622,
