,hpso01 (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso01 (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02a (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso02b (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso04a (PSS) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],hpso05a (PST) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (Ingest) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (RCAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (FastImg) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (ICAL) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepA) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepA_Image) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepB) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepC) [Nf_max=8192] [Na=128] [Bmax=16250.0],max_low (DPrepD) [Nf_max=8192] [Na=128] [Bmax=16250.0]
Image size [GB],0.16825532017598957,1.226581284082964,0.06057191526335623,1.226581284082964,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,1.226581284082964,0.06057191526335623,0.5451472373702061,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,1.226581284082964,0.06057191526335623,0.5451472373702061,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.16825532017598957,0.17000538015069902,1.2393392212985963,0.06120193685425166,(undefined),0.17000538015069902,1.2393392212985963,0.06120193685425166,(undefined),0.16850057673364266,1.2283692043882546,0.060660207624111354,1.2283692043882546,0.16850057673364266,0.16850057673364266,0.16850057673364266,0.16850057673364266,0.16850057673364266
Image cube size [GB],88214.24530442922,392.50601090654845,9.691506442136998,392.50601090654845,26.920851228158334,673.0212807039583,2019.0638421118747,11026.780663053652,88214.24530442922,392.50601090654845,9.691506442136998,174.44711595846593,26.920851228158334,673.0212807039583,2019.0638421118747,11026.780663053652,88214.24530442922,392.50601090654845,9.691506442136998,174.44711595846593,26.920851228158334,673.0212807039583,2019.0638421118747,11026.780663053652,44565.890374224844,198.29427540777542,4.896154948340133,(undefined),44565.890374224844,198.29427540777542,4.896154948340133,(undefined),44171.41518726402,196.53907270212073,4.852816609928908,196.53907270212073,13.480046138691414,13.480046138691414,337.00115346728535,44171.41518726402,11042.853796816005
Calibration output [GB],0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.589824,0.0,2.9696,0.0,0.0,0.0,0.0,0.0,0.0786432,0.0,(undefined),0.0,0.0786432,0.0,(undefined),0.0,0.7077888,0.0,4.9790976,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,10,600,600,600,10,600,600,600,10,600,600,600,600,600,600,600
Calibration process in [MB],0.0,4.62879394935767,0.0,1446.4981091742718,0.0,0.0,0.0,0.0,0.0,4.62879394935767,0.0,1446.4981091742718,0.0,0.0,0.0,0.0,0.0,4.62879394935767,0.0,1446.4981091742718,0.0,0.0,0.0,0.0,0.0,7.7146565822627835,0.0,(undefined),0.0,7.7146565822627835,0.0,(undefined),0.0,3.3062813923983354,0.0,1429.9667022122803,0.0,0.0,0.0,0.0,0.0
Calibration process out [MB],0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.065536,0.0,20.48,0.0,0.0,0.0,0.0,0.0,0.10922666666666667,0.0,(undefined),0.0,0.10922666666666667,0.0,(undefined),0.0,0.04681142857142857,0.0,20.245942857142857,0.0,0.0,0.0,0.0,0.0
Cleaning memory [PetaBytes],(undefined),(undefined),(undefined),0.00039863891732696324,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),0.00017717285214531697,5.468297905719661e-05,0.005468297905719661,0.016404893717158982,(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),(undefined),0.0005589079879966561,7.666776241380742e-05,7.666776241380742e-05,0.0054762687438433865,0.7177854967930404,(undefined)
Working (cache) memory [TeraBytes],(undefined),6.543794128176963e-05,2.651533764405968e-07,6.800941140853114e-05,6.084660202838402e-06,1.5823576836051365e-05,1.2807491392100605e-05,(undefined),(undefined),6.543794128176963e-05,2.651533764405968e-07,2.288328637958362e-05,6.084660202838402e-06,1.5823576836051365e-05,1.2807491392100605e-05,(undefined),(undefined),6.543794128176963e-05,2.651533764405968e-07,2.288328637958362e-05,6.084660202838402e-06,1.5823576836051365e-05,1.2807491392100605e-05,(undefined),(undefined),1.3475967849828973e-05,9.14899142515697e-09,(undefined),(undefined),1.3475967849828973e-05,9.14899142515697e-09,(undefined),(undefined),3.375295688168847e-05,1.5191374002813868e-07,3.375295688196592e-05,2.9106913200862e-06,2.960939098810756e-06,7.61831130347521e-06,0.00013134358032792733,(undefined)
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Input Buffer Size [PetaBytes],0.030819831509502474,0.030819831509502474,0.04356493470128028,0.030819831509502474,0.015409915754751237,0.030819831509502474,0.05990298497971541,0.05990298497971541,0.030819831509502474,0.030819831509502474,0.04356493470128028,0.030819831509502474,0.015409915754751237,0.030819831509502474,0.05990298497971541,0.05990298497971541,0.030819831509502474,0.030819831509502474,0.04356493470128028,0.030819831509502474,0.015409915754751237,0.030819831509502474,0.05990298497971541,0.05990298497971541,0.00205997744931398,0.00205997744931398,0.0029043289800853526,0.002102152,0.00205997744931398,0.00205997744931398,0.0029043289800853526,0.00077309411328,0.01849863388222625,0.01849863388222625,0.02613896082076817,0.01849863388222625,0.009249316941113125,0.009249316941113125,0.01849863388222625,0.03595488142920553,0.03595488142920553
Total buffer ingest rate [TeraBytes/s],0.0017122128616390263,0.0017122128616390263,0.002420274150071127,0.0017122128616390263,0.0008561064308195131,0.0017122128616390263,0.0033279436099841893,0.0033279436099841893,0.0017122128616390263,0.0017122128616390263,0.002420274150071127,0.0017122128616390263,0.0008561064308195131,0.0017122128616390263,0.0033279436099841893,0.0033279436099841893,0.0017122128616390263,0.0017122128616390263,0.002420274150071127,0.0017122128616390263,0.0008561064308195131,0.0017122128616390263,0.0033279436099841893,0.0033279436099841893,0.0008583239372141583,0.0008583239372141583,0.0012101370750355635,(undefined),0.0008583239372141583,0.0008583239372141583,0.0012101370750355635,(undefined),0.0008564182352882524,0.0008564182352882524,0.0012101370750355635,0.0008564182352882524,0.0004282091176441262,0.0004282091176441262,0.0008564182352882524,0.0016645778439447006,0.0016645778439447006
Output size [TB],0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,9.479770008284508,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,9.479770008284508,0.0,0.0,0.0,0.0,0.005936047695808911,0.2968023847904456,0.8904071543713367,9.479770008284508,0.0,0.0,0.0,0.2147152,0.0,0.0,0.0,0.77309411328,0.0,0.0,0.0,0.0,0.004161290243014038,0.004161290243014038,0.14861750867907278,19.47959409758343,11.37572400994141
Buffer Read Rate [TeraBytes/s],0.001676605947004766,0.00269778881595113,0.00274528203870818,0.013488944079755648,0.002998078982990224,0.005996157965980448,0.022649030444889307,0.03910483449438535,0.001676605947004766,0.00269778881595113,0.00274528203870818,0.008993102218875304,0.002998078982990224,0.005996157965980448,0.022649030444889307,0.03910483449438535,0.001676605947004766,0.00269778881595113,0.00274528203870818,0.008993102218875304,0.002998078982990224,0.005996157965980448,0.022649030444889307,0.03910483449438535,0.0008404743649760017,0.0008287154191327928,0.0008411257473665373,0.0008758966666666667,0.0008404743649760017,0.0008287154191327928,0.0008411257473665373,0.0003221225472,0.0008386082937334732,0.0016772165874669464,0.001927446902714642,0.008386082937334732,0.002105700736489458,0.002105700736489458,0.004211401472978916,0.01955953847751271,0.01955953847751271
Facet visibility rate [TeraBytes/s],0.0,5.486736383089192e-05,0.0006089931170180839,0.0034911806742879067,0.00046382152696874284,0.0009276430539374857,0.003031653043457979,(undefined),0.0,5.486736383089192e-05,0.0006089931170180839,0.0022087689495935855,0.00046382152696874284,0.0009276430539374857,0.003031653043457979,(undefined),0.0,5.486736383089192e-05,0.0006089931170180839,0.0022087689495935855,0.00046382152696874284,0.0009276430539374857,0.003031653043457979,(undefined),0.0,0.00014069209721026958,0.000186589043002491,(undefined),0.0,0.00014069209721026958,0.000186589043002491,(undefined),0.0,0.0002999924797619594,0.00042757057466933805,0.0026999323178576347,0.000325716461786907,0.000325716461786907,0.000651432923573814,0.004047019350010204,(undefined)
Image Write Rate [TeraBytes/s],0.0,0.0009420144261757162,0.009691506442137,0.005887590163598227,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0009420144261757162,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0009420144261757162,0.009691506442137,0.0026167067393769888,0.0024677446959145135,0.012338723479572567,0.037016170438717695,(undefined),0.0,0.0003304904590129591,0.004896154948340134,(undefined),0.0,0.0003304904590129591,0.004896154948340134,(undefined),0.0,0.0003275651211702014,0.004852816609928906,0.0029480860905318133,0.0012356708960467129,0.0002471341792093426,0.006178354480233564,0.8098092784331739,(undefined)
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.00236427693130769,0.005628271684924828,0.0057411087689290645,0.05167636118971853,0.013773913749191015,0.0207049048683109,0.06993879881805153,0.00370110964808318,0.00236427693130769,0.005628271684924828,0.0057411087689290645,0.02732863861768428,0.013773913749191015,0.0207049048683109,0.06993879881805153,0.00370110964808318,0.00236427693130769,0.005628271684924828,0.0057411087689290645,0.02732863861768428,0.013773913749191015,0.0207049048683109,0.06993879881805153,0.00370110964808318,0.001185193085403521,0.0016250959545800075,0.0017857790607651164,0.00050088,0.001185193085403521,0.0016250959545800075,0.0017857790607651164,2.755e-07,0.0011825679769691439,0.0034706614150350284,0.004002634137792439,0.03181592830409056,0.009494160334996078,0.008681704950589009,0.012665665396022686,0.37050912550489384,0.0018512288188195886
-> DFT [PetaFLOP/s],,0.002613087220723917,0.005318178628524049,0.023517784986515255,0.010647814009676593,0.010647814009676593,0.04021953141410459,,,0.002613087220723917,0.005318178628524049,0.015679347700957625,0.010647814009676593,0.010647814009676593,0.04021953141410459,,,0.002613087220723917,0.005318178628524049,0.015679347700957625,0.010647814009676593,0.010647814009676593,0.04021953141410459,,,0.0008026965115092956,0.0016294343934333867,,,0.0008026965115092956,0.0016294343934333867,,,0.0016245575655079174,0.0037338629623844964,0.014621018089571258,0.007478492037530115,0.007478492037530115,0.007478492037530115,0.03473329572124008,
-> Subtract Visibility [PetaFLOP/s],,2.2481573466259418e-07,2.287735032256817e-07,2.0233416119633475e-06,4.580398446235064e-07,9.160796892470128e-07,3.4602685401914213e-06,,,2.2481573466259418e-07,2.287735032256817e-07,1.3489653328312959e-06,4.580398446235064e-07,9.160796892470128e-07,3.4602685401914213e-06,,,2.2481573466259418e-07,2.287735032256817e-07,1.3489653328312959e-06,4.580398446235064e-07,9.160796892470128e-07,3.4602685401914213e-06,,,6.905961826106605e-08,7.009381228054478e-08,,,6.905961826106605e-08,7.009381228054478e-08,,,1.3976804895557887e-07,1.6062057522622017e-07,1.2579124406002097e-06,3.2170427918588936e-07,3.2170427918588936e-07,6.434085583717787e-07,2.9882628229533316e-06,
-> Flag [PetaFLOP/s],3.966626462797077e-05,3.136179498543189e-05,3.1913903699982594e-05,0.00028225615486888696,6.389655832497914e-05,0.0001277931166499583,0.0004827074613567033,0.0008334217851615879,3.966626462797077e-05,3.136179498543189e-05,3.1913903699982594e-05,0.00018818066392996583,6.389655832497914e-05,0.0001277931166499583,0.0004827074613567033,0.0008334217851615879,3.966626462797077e-05,3.136179498543189e-05,3.1913903699982594e-05,0.00018818066392996583,6.389655832497914e-05,0.0001277931166499583,0.0004827074613567033,0.0008334217851615879,1.9884504545461334e-05,9.633816747418715e-06,9.778086813135995e-06,,1.9884504545461334e-05,9.633816747418715e-06,9.778086813135995e-06,,1.9840355784177845e-05,1.9497642829303253e-05,2.240657024405771e-05,0.00017547878546372928,4.487774694643157e-05,4.487774694643157e-05,8.975549389286314e-05,0.00041686266380198966,0.00041686266380198966
-> Degrid [PetaFLOP/s],,0.00022136226871801202,3.3311701256072233e-05,0.0015764521114448003,0.0006102021854913246,0.00028303039959672456,0.0008894566710944136,,,0.00022136226871801202,3.3311701256072233e-05,0.0007287872002479466,0.0006102021854913246,0.00028303039959672456,0.0008894566710944136,,,0.00022136226871801202,3.3311701256072233e-05,0.0007287872002479466,0.0006102021854913246,0.00028303039959672456,0.0008894566710944136,,,5.5524033357458925e-05,1.0106684480154774e-05,,,5.5524033357458925e-05,1.0106684480154774e-05,,,0.0001209844031397913,2.3350559377901518e-05,0.001088859628260893,0.0004113103595905535,8.239871936165361e-05,0.00018593871335213736,0.002595298957106532,
-> Image Spectral Fitting [PetaFLOP/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1486287335279706e-08,,,
-> Visibility Weighting [PetaFLOP/s],,1.1705037617256943e-06,8.119908226907784e-07,4.6549075657172085e-06,6.184287026249905e-07,1.236857405249981e-06,4.042204057943972e-06,,,1.1705037617256943e-06,8.119908226907784e-07,2.9450252661247804e-06,6.184287026249905e-07,1.236857405249981e-06,4.042204057943972e-06,,,1.1705037617256943e-06,8.119908226907784e-07,2.9450252661247804e-06,6.184287026249905e-07,1.236857405249981e-06,4.042204057943972e-06,,,1.875894629470261e-07,2.4878539066998797e-07,,,1.875894629470261e-07,2.4878539066998797e-07,,,3.999899730159458e-07,5.700940995591175e-07,3.599909757143512e-06,4.3428861571587594e-07,4.3428861571587594e-07,8.685772314317519e-07,5.396025800013605e-06,
-> Subtract Image Component [PetaFLOP/s],,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,0.00033570818,2.0515499888888888e-05,0.004103099977777778,0.012309299933333333,,,,,,,,,,,,,0.00019582977166666667,1.1967374935185184e-05,1.1967374935185184e-05,0.0017096249907407406,0.22408396678637038,
-> Demix [PetaFLOP/s],0.002322894831695416,,,,,,,,0.002322894831695416,,,,,,,,0.002322894831695416,,,,,,,,0.0011644484411684611,,,,0.0011644484411684611,,,,0.001161869391228735,,,,,,,,
-> FFT [PetaFLOP/s],,9.350884514258974e-05,6.921009427443567e-05,0.002145620510014961,0.00032113398453651246,0.0010516477518969583,0.0034645320103039285,,,9.350884514258974e-05,6.921009427443567e-05,0.0006565540442377824,0.00032113398453651246,0.0010516477518969583,0.0034645320103039285,,,9.350884514258974e-05,6.921009427443567e-05,0.0006565540442377824,0.00032113398453651246,0.0010516477518969583,0.0034645320103039285,,,5.543111678015037e-05,3.4987785807457904e-05,,,5.543111678015037e-05,3.4987785807457904e-05,,,0.00012716331943692146,3.465869336056404e-05,0.0011444698749281342,0.00017416924583613937,3.4570685789479915e-05,0.0005686740778739288,0.021168716452028245,
-> Grid [PetaFLOP/s],,0.00022136226871801202,3.3311701256072233e-05,0.0015764521114448003,0.0006102021854913246,0.00028303039959672456,0.0008894566710944136,,,0.00022136226871801202,3.3311701256072233e-05,0.0007287872002479466,0.0006102021854913246,0.00028303039959672456,0.0008894566710944136,,,0.00022136226871801202,3.3311701256072233e-05,0.0007287872002479466,0.0006102021854913246,0.00028303039959672456,0.0008894566710944136,,,5.5524033357458925e-05,1.0106684480154774e-05,,,5.5524033357458925e-05,1.0106684480154774e-05,,,0.0001209844031397913,2.3350559377901518e-05,0.001088859628260893,0.0004113103595905535,8.239871936165361e-05,0.00018593871335213736,0.002595298957106532,
-> Gridding Kernel Update [PetaFLOP/s],,0.0008649736128728995,7.873953046550952e-05,0.0048252714306167505,0.0004584811678990072,0.0011054674079189113,0.0031050334875693227,,,0.0008649736128728995,7.873953046550952e-05,0.002252834929707566,0.0004584811678990072,0.0011054674079189113,0.0031050334875693227,,,0.0008649736128728995,7.873953046550952e-05,0.002252834929707566,0.0004584811678990072,0.0011054674079189113,0.0031050334875693227,,,0.00016091258969137302,2.382375163337624e-05,,,0.00016091258969137302,2.382375163337624e-05,,,0.00036941209006652635,5.5170457992510604e-05,0.003324708810610336,0.0003056264178708754,0.0003062716807430578,0.0007137102397213141,0.011120146105238751,
-> Correct [PetaFLOP/s],,0.0001079115526380452,2.7452820387081803e-05,0.0009712039737424068,0.00021985912541928304,0.0004397182508385661,0.0016609288992918826,0.002867687862921592,,0.0001079115526380452,2.7452820387081803e-05,0.0006475033597590222,0.00021985912541928304,0.0004397182508385661,0.0016609288992918826,0.002867687862921592,,0.0001079115526380452,2.7452820387081803e-05,0.0006475033597590222,0.00021985912541928304,0.0004397182508385661,0.0016609288992918826,0.002867687862921592,,3.31486167653117e-05,8.411257473665372e-06,,,3.31486167653117e-05,8.411257473665372e-06,,,6.708866349867785e-05,1.927446902714642e-05,0.0006037979714881007,0.0001544180540092269,0.0001544180540092269,0.0003088361080184538,0.0014343661550175989,0.0014343661550175989
-> IFFT [PetaFLOP/s],,0.00046754422571294873,6.921009427443567e-05,0.010728102550074805,0.00032113398453651246,0.0004206591007587833,0.0004619376013738572,,,0.00046754422571294873,6.921009427443567e-05,0.0032827702211889118,0.00032113398453651246,0.0004206591007587833,0.0004619376013738572,,,0.00046754422571294873,6.921009427443567e-05,0.0032827702211889118,0.00032113398453651246,0.0004206591007587833,0.0004619376013738572,,,0.00027715558390075176,3.4987785807457904e-05,,,0.00027715558390075176,3.4987785807457904e-05,,,0.0006358165971846074,3.465869336056404e-05,0.005722349374640671,0.00017416924583613937,0.00017285342894739954,0.00022746963114957152,6.460179581307448e-05,
-> Identify Component [PetaFLOP/s],,,,8.400370633025519e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,8.396111670233564e-05,1.0270602781402334e-05,0.0010270602781402335,0.0030811808344207003,,,,,,,,,,,,,4.900222721057665e-05,5.991195884495654e-06,5.991195884495654e-06,0.000427942563178261,0.05609128764090102,
-> Average [PetaFLOP/s],1.1414752410926841e-06,,,,,,,,1.1414752410926841e-06,,,,,,,,1.1414752410926841e-06,,,,,,,,5.72215958142772e-07,,,,5.72215958142772e-07,,,,5.709454901921682e-07,,,,,,,,
-> Phase Rotation Predict [PetaFLOP/s],,5.03587245644211e-05,0.0,0.0,0.0,0.0,0.0,,,5.03587245644211e-05,0.0,0.0,0.0,0.0,0.0,,,5.03587245644211e-05,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Receive [PetaFLOP/s],5.74359743210146e-07,,,,,,,,5.74359743210146e-07,,,,,,,,5.74359743210146e-07,,,,,,,,2.8792373145563864e-07,,,,2.8792373145563864e-07,,,,2.8728446603874966e-07,,,,,,,,
-> Solve [PetaFLOP/s],,4.747972933251882e-06,,0.0005807711607362409,,,,,,4.747972933251882e-06,,0.00038894857467201306,,,,,,4.747972933251882e-06,,0.00038894857467201306,,,,,,1.5070214852213213e-06,,,,1.5070214852213213e-06,,,,2.921190099111577e-06,,0.00036143427828628187,,,,,
-> Degridding Kernel Update [PetaFLOP/s],,0.0008649736128728995,7.873953046550952e-05,0.0048252714306167505,0.0004584811678990072,0.0011054674079189113,0.0031050334875693227,,,0.0008649736128728995,7.873953046550952e-05,0.002252834929707566,0.0004584811678990072,0.0011054674079189113,0.0031050334875693227,,,0.0008649736128728995,7.873953046550952e-05,0.002252834929707566,0.0004584811678990072,0.0011054674079189113,0.0031050334875693227,,,0.00016091258969137302,2.382375163337624e-05,,,0.00016091258969137302,2.382375163337624e-05,,,0.00036941209006652635,5.5170457992510604e-05,0.003324708810610336,0.0003056264178708754,0.0003062716807430578,0.0007137102397213141,0.011120146105238751,
-> Phase Rotation [PetaFLOP/s],,5.03587245644211e-05,0.0,0.0,0.0,0.0,0.0,,,5.03587245644211e-05,0.0,0.0,0.0,0.0,0.0,,,5.03587245644211e-05,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-> Reprojection [PetaFLOP/s],,5.887590163598226e-06,,3.679743852248892e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,5.887590163598226e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,5.887590163598226e-06,,1.6354417121106183e-05,1.542340434946571e-05,7.711702174732853e-05,0.00023135106524198562,,,2.0655653688309947e-06,,,,2.0655653688309947e-06,,,,2.047282007313759e-06,,1.842553806582383e-05,7.722943100291956e-06,1.9307357750729888e-07,3.861471550145978e-05,0.0050613079902073355,
-> Source Find [PetaFLOP/s],,,,3e-12,,,,,,,,3e-12,,,,,,,,3e-12,,,,,,,,,,,,,,,,2.5e-12,,,,,
-> Reprojection Predict [PetaFLOP/s],,2.9437950817991127e-05,,0.00018398719261244456,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.9437950817991127e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,2.9437950817991127e-05,,8.177208560553091e-05,1.542340434946571e-05,3.084680869893142e-05,3.084680869893142e-05,,,1.0327826844154974e-05,,,,1.0327826844154974e-05,,,,1.0236410036568794e-05,,9.212769032911915e-05,7.722943100291956e-06,1.9307357750729888e-07,1.5445886200583913e-05,1.5445886200583913e-05,
-> DFT [Tera/s],,0.0013488944079755648,0.0013726410193540901,0.012140049671780083,0.002748239067741039,0.005496478135482078,0.020761611241148527,,,0.0013488944079755648,0.0013726410193540901,0.008093791996987777,0.002748239067741039,0.005496478135482078,0.020761611241148527,,,0.0013488944079755648,0.0013726410193540901,0.008093791996987777,0.002748239067741039,0.005496478135482078,0.020761611241148527,,,0.0004143577095663964,0.0004205628736832686,,,0.0004143577095663964,0.0004205628736832686,,,0.0008386082937334732,0.0009637234513573209,0.007547474643601258,0.0019302256751153365,0.0019302256751153365,0.003860451350230673,0.01792957693771999,
-> Subtract Visibility [Tera/s],,0.0013488944079755648,0.0013726410193540901,0.012140049671780083,0.002748239067741039,0.005496478135482078,0.020761611241148527,,,0.0013488944079755648,0.0013726410193540901,0.008093791996987777,0.002748239067741039,0.005496478135482078,0.020761611241148527,,,0.0013488944079755648,0.0013726410193540901,0.008093791996987777,0.002748239067741039,0.005496478135482078,0.020761611241148527,,,0.0004143577095663964,0.0004205628736832686,,,0.0004143577095663964,0.0004205628736832686,,,0.0008386082937334732,0.0009637234513573209,0.007547474643601258,0.0019302256751153365,0.0019302256751153365,0.003860451350230673,0.01792957693771999,
-> Flag [Tera/s],0.0017122128616390263,0.0013488944079755652,0.0013726410193540901,0.012140049671780086,0.002748239067741039,0.005496478135482078,0.020761611241148527,0.035846098286519905,0.0017122128616390263,0.0013488944079755652,0.0013726410193540901,0.008093791996987777,0.002748239067741039,0.005496478135482078,0.020761611241148527,0.035846098286519905,0.0017122128616390263,0.0013488944079755652,0.0013726410193540901,0.008093791996987777,0.002748239067741039,0.005496478135482078,0.020761611241148527,0.035846098286519905,0.0008583239372141583,0.0004143577095663964,0.0004205628736832686,,0.0008583239372141583,0.0004143577095663964,0.0004205628736832686,,0.0008564182352882524,0.0008386082937334732,0.0009637234513573209,0.007547474643601258,0.0019302256751153365,0.0019302256751153365,0.003860451350230673,0.01792957693771999,0.01792957693771999
-> Degrid [Tera/s],,0.0008778778212942707,0.0006089931170180839,0.0034911806742879063,0.0023191076348437144,0.0009276430539374856,0.003031653043457979,,,0.0008778778212942707,0.0006089931170180839,0.0022087689495935855,0.0023191076348437144,0.0009276430539374856,0.003031653043457979,,,0.0008778778212942707,0.0006089931170180839,0.0022087689495935855,0.0023191076348437144,0.0009276430539374856,0.003031653043457979,,,0.00014069209721026958,0.000186589043002491,,,0.00014069209721026958,0.000186589043002491,,,0.00029999247976195934,0.0004275705746693381,0.0026999323178576343,0.0016285823089345346,0.0003257164617869069,0.0006514329235738137,0.004047019350010204,
-> Image Spectral Fitting [Tera/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.581047889213284e-07,,,
-> Visibility Weighting [Tera/s],,0.0007670483806789847,0.00023143969746788353,0.0006837502802665111,0.00029359552257202516,0.0005871910451440503,0.0007902614360932109,,,0.0007670483806789847,0.00023143969746788353,0.0006404689998089049,0.00029359552257202516,0.0005871910451440503,0.0007902614360932109,,,0.0007670483806789847,0.00023143969746788353,0.0006404689998089049,0.00029359552257202516,0.0005871910451440503,0.0007902614360932109,,,4.791131155185248e-05,0.00011571984873394176,,,4.791131155185248e-05,0.00011571984873394176,,,4.780493600441827e-05,0.00011571984873394176,0.00043024442403976444,0.00014681410857602281,0.00014681410857602281,0.00029362821715204563,0.00039521673339943395,
